"Class[Size] ->","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]"
"2018M11",2.52594000e+02,-2.91226789e-01,3.15000000e+00,2.93771110e+00,7.70069900e+00,2.75000000e+00,6.01657000e+04,4.00771000e+04,8.70518000e+04,2.00442900e+05,1.28447700e+05,1.21159940e+02,7.57100000e+02,1.27050000e+02,2.20000000e+00,2.59439000e+02,1.02630000e+02,1.02556000e+02,5.69635000e+01,5.53178346e+00,2.04131110e+00,1.10048577e+01,1.05985604e+01,1.13742586e+01,1.22082847e+01,1.17632771e+01,4.79711149e+00,6.62949535e+00,4.84458071e+00,5.55852161e+00,4.63113029e+00,4.63040899e+00,4.04241071e+00,2.12459830e-02,4.89708933e-02,4.29637252e-02,1.00285721e-01,8.73458211e-02,7.38176189e-02,4.65621682e-02,3.56202121e-02,1.58231553e-01,2.88255017e-02,2.19120125e-02,1.92327809e-02,1.99030653e-02,5.72048471e-03,-7.04439980e-04,-3.05679856e-03,-5.70554521e-02,-4.96419677e-04,3.24252022e-02,1.25998181e-02,1.38189165e-02,2.60166421e-02,-1.31498552e-01,1.81195149e-03,2.01406052e-03,3.41089052e-04,1.85436463e-03,-2.16723388e-01,4.79711149e+00,4.77980323e+00,3.30088618e-02,-3.44377935e-03,4.84458071e+00,2.88255017e-02,1.81195149e-03,4.78546341e+00,-5.66018051e-03,4.83486815e+00,9.71256200e-03,4.79373443e+00,-1.39311974e-02,4.84251301e+00,2.06769939e-03
"2018M12",2.52767000e+02,1.31434831e-01,2.31000000e+00,2.96307909e+00,7.73000060e+00,2.75000000e+00,7.11629000e+04,4.42024000e+04,9.35550000e+04,2.08182100e+05,1.30094100e+05,1.25189679e+02,8.43300000e+02,1.27270000e+02,2.40000000e+00,2.60063000e+02,1.02701000e+02,1.02735000e+02,4.95227778e+01,5.53246812e+00,2.04510894e+00,1.11727269e+01,1.06965344e+01,1.14463048e+01,1.22461685e+01,1.17760133e+01,4.82983002e+00,6.73732277e+00,4.84631081e+00,5.56092391e+00,4.63182185e+00,4.63215286e+00,3.90243272e+00,1.98259692e-02,5.16624740e-02,7.01650153e-02,1.04311852e-01,7.92424294e-02,7.59955646e-02,5.87773310e-02,2.06931539e-02,1.57654975e-01,2.79666077e-02,2.22362279e-02,1.84751867e-02,2.01758901e-02,-1.55965096e-01,6.84659112e-04,3.79783626e-03,1.67869193e-01,9.79739874e-02,7.20461549e-02,3.78837593e-02,1.27362172e-02,3.27185265e-02,1.07827421e-01,1.73010424e-03,2.40230182e-03,6.91566328e-04,1.74386647e-03,-1.39977991e-01,4.82983002e+00,4.77678026e+00,1.98862826e-02,-3.02297634e-03,4.84631081e+00,2.79666077e-02,1.73010424e-03,4.78754157e+00,-1.07613104e-02,4.83589494e+00,1.04158781e-02,4.80014374e+00,-2.33634820e-02,4.84467297e+00,1.63784280e-03
"2019M01",2.52561000e+02,1.34908481e+00,4.10000000e+00,2.94440094e+00,7.72914970e+00,2.75000000e+00,6.45414000e+04,4.19968000e+04,9.02288000e+04,2.05267800e+05,1.29815700e+05,1.21911137e+02,6.88100000e+02,1.27560000e+02,2.40000000e+00,2.60766000e+02,1.02648000e+02,1.02870000e+02,5.13757143e+01,5.53165280e+00,2.04499886e+00,1.10750622e+01,1.06453487e+01,1.14101039e+01,1.22320707e+01,1.17738710e+01,4.80329240e+00,6.53393418e+00,4.84858684e+00,5.56362345e+00,4.63130566e+00,4.63346606e+00,3.93916558e+00,1.47663327e-02,5.11857940e-02,5.15498742e-02,1.07768888e-01,9.20030756e-02,7.75093144e-02,6.31682344e-02,3.49311445e-02,8.09392971e-02,2.78215226e-02,2.15602281e-02,1.42167842e-02,1.82762338e-02,-2.14996560e-01,-8.15312080e-04,-1.10083670e-04,-9.76647368e-02,-5.11856613e-02,-3.62008321e-02,-1.40977094e-02,-2.14228249e-03,-2.65376242e-02,-2.03388590e-01,2.27602814e-03,2.69954410e-03,-5.16194393e-04,1.31319782e-03,3.67328553e-02,4.80329240e+00,4.79519876e+00,3.46089219e-02,1.84185015e-02,4.84858684e+00,2.78215226e-02,2.27602814e-03,4.78959983e+00,5.59892337e-03,4.83683841e+00,1.17484289e-02,4.80382499e+00,-8.62623121e-03,4.84826325e+00,3.23588753e-04
"2019M02",2.53319000e+02,1.36710320e-01,4.46000000e+00,2.97609748e+00,7.73782820e+00,2.75000000e+00,6.61704000e+04,4.18802000e+04,9.03926000e+04,2.06548600e+05,1.30101800e+05,1.22663381e+02,6.90500000e+02,1.27830000e+02,2.40000000e+00,2.61186000e+02,1.02836000e+02,1.02963000e+02,5.49547368e+01,5.53464956e+00,2.04612105e+00,1.10999885e+01,1.06425684e+01,1.14119177e+01,1.22382910e+01,1.17760725e+01,4.80944386e+00,6.53741597e+00,4.85070126e+00,5.56523280e+00,4.63313549e+00,4.63436970e+00,4.00650988e+00,1.50744232e-02,5.01158645e-02,8.07267821e-02,1.02522578e-01,8.81317662e-02,7.77006854e-02,6.32991324e-02,4.08288262e-02,9.15374359e-02,2.71990759e-02,2.11848967e-02,1.39046166e-02,1.72907066e-02,-1.24318861e-01,2.99676037e-03,1.12219736e-03,2.49263547e-02,-2.78026336e-03,1.81373907e-03,6.22026772e-03,2.20146866e-03,6.15146401e-03,3.48179664e-03,2.11441404e-03,1.60934374e-03,1.82982668e-03,9.03645250e-04,6.73443037e-02,4.80944386e+00,4.80800300e+00,4.06053622e-02,1.28042371e-02,4.85070126e+00,2.71990759e-02,2.11441404e-03,4.79163850e+00,1.63644936e-02,4.83770026e+00,1.30009994e-02,4.80878516e+00,-7.82162111e-04,4.84976499e+00,9.36265707e-04
"2019M03",2.54277000e+02,-4.31127400e-02,4.17000000e+00,2.89179105e+00,7.69047840e+00,2.75000000e+00,6.61117000e+04,4.21783000e+04,9.27594000e+04,2.08709000e+05,1.30905100e+05,1.25926596e+02,8.26700000e+02,1.28120000e+02,2.43000000e+00,2.61567000e+02,1.03069000e+02,1.03058000e+02,5.81514286e+01,5.53842422e+00,2.03998299e+00,1.10991010e+01,1.06496611e+01,1.14377643e+01,1.22486962e+01,1.17822279e+01,4.83569916e+00,6.71744187e+00,4.85296732e+00,5.56669046e+00,4.63539867e+00,4.63529194e+00,4.06305045e+00,1.86567392e-02,3.94609507e-02,5.92687468e-02,8.08447843e-02,9.04744039e-02,7.67203138e-02,6.63656849e-02,3.38325952e-02,9.13865941e-02,2.64952823e-02,2.04549865e-02,1.51034431e-02,1.60314862e-02,-7.57058507e-02,3.77465992e-03,-6.13806167e-03,-8.87497308e-04,7.09270924e-03,2.58466384e-02,1.04052015e-02,6.15541226e-03,2.62553052e-02,1.80025899e-01,2.26606856e-03,1.45766765e-03,2.26318059e-03,9.22236148e-04,5.65405658e-02,4.83569916e+00,4.81073631e+00,3.56057546e-02,2.73331654e-03,4.85296732e+00,2.64952823e-02,2.26606856e-03,4.79365824e+00,1.70780704e-02,4.83848296e+00,1.44843651e-02,4.80975609e+00,9.80220168e-04,4.85263342e+00,3.33907179e-04
"2019M04",2.55233000e+02,6.03838690e-01,4.75000000e+00,2.98345117e+00,7.64430570e+00,2.75000000e+00,6.66710000e+04,4.31449000e+04,9.27768000e+04,2.09429200e+05,1.32337300e+05,1.23958922e+02,8.65200000e+02,1.28540000e+02,2.45000000e+00,2.61997000e+02,1.03360000e+02,1.03265000e+02,6.38623810e+01,5.54217685e+00,2.03396102e+00,1.11075254e+01,1.06723195e+01,1.14379519e+01,1.22521410e+01,1.17931092e+01,4.81995023e+00,6.76296069e+00,4.85624014e+00,5.56833305e+00,4.63821804e+00,4.63729850e+00,4.15673047e+00,1.98083476e-02,3.21297684e-02,1.06209154e-01,1.30251832e-01,9.56913822e-02,8.06411796e-02,7.75466560e-02,3.66379322e-02,1.16700058e-01,2.76864314e-02,2.06976945e-02,1.55419799e-02,1.62352797e-02,-3.67624949e-02,3.75262947e-03,-6.02197452e-03,8.42434003e-03,2.26583474e-02,1.87564476e-04,3.44479750e-03,1.08813332e-02,-1.57489309e-02,4.55188218e-02,3.27281520e-03,1.64258848e-03,2.81937318e-03,2.00656320e-03,9.36800248e-02,4.81995023e+00,4.82109454e+00,3.81630467e-02,1.03582307e-02,4.85624014e+00,2.76864314e-02,3.27281520e-03,4.79566086e+00,2.54336783e-02,4.83918992e+00,1.70502224e-02,4.81004924e+00,1.10453073e-02,4.85496571e+00,1.27442584e-03
"2019M05",2.55296000e+02,2.64380126e-01,4.54000000e+00,2.99573147e+00,7.66763030e+00,2.75000000e+00,6.71608000e+04,4.27319000e+04,9.33443000e+04,2.10940400e+05,1.33203500e+05,1.23673087e+02,9.74500000e+02,1.28820000e+02,2.40000000e+00,2.62217000e+02,1.03435000e+02,1.03371000e+02,6.08268182e+01,5.54242366e+00,2.03700761e+00,1.11148450e+01,1.06627010e+01,1.14440501e+01,1.22593309e+01,1.17996333e+01,4.81764169e+00,6.88192452e+00,4.85841608e+00,5.56917241e+00,4.63894340e+00,4.63832446e+00,4.10803078e+00,1.77997460e-02,3.00958352e-02,1.04185256e-01,1.14143678e-01,1.19906602e-01,8.98662319e-02,8.18732881e-02,4.13209797e-02,1.86743840e-01,2.62696978e-02,1.95322771e-02,1.45491815e-02,1.55108374e-02,-1.40152725e-01,2.46802827e-04,3.04659294e-03,7.31966822e-03,-9.61850428e-03,6.09819906e-03,7.18989437e-03,6.52406766e-03,-2.30854427e-03,1.18963825e-01,2.17594118e-03,8.39351917e-04,7.25356061e-04,1.02595878e-03,-4.86996903e-02,4.81764169e+00,4.82628123e+00,4.29944427e-02,5.18668371e-03,4.85841608e+00,2.62696978e-02,2.17594118e-03,4.79764937e+00,2.86318600e-02,4.83982553e+00,1.85905489e-02,4.80800007e+00,1.82811542e-02,4.85740920e+00,1.00688294e-03
"2019M06",2.55213000e+02,8.26681876e-01,4.80000000e+00,3.05491106e+00,7.70499230e+00,2.75000000e+00,6.76930000e+04,4.32641000e+04,9.42759000e+04,2.13157800e+05,1.33725700e+05,1.20493684e+02,8.82000000e+02,1.29080000e+02,2.40000000e+00,2.62739000e+02,1.03484000e+02,1.03560000e+02,5.46575000e+01,5.54209849e+00,2.04186847e+00,1.11227381e+01,1.06750785e+01,1.14539809e+01,1.22697880e+01,1.18035460e+01,4.79159734e+00,6.78219206e+00,4.86043237e+00,5.57116114e+00,4.63941701e+00,4.64015115e+00,4.00108644e+00,1.65738409e-02,2.89314201e-02,9.83713063e-02,1.17423680e-01,1.13691219e-01,9.14350344e-02,8.16935281e-02,3.46835660e-02,9.58318578e-02,2.68525202e-02,2.05337338e-02,1.41599248e-02,1.64340316e-02,-2.16556781e-01,-3.25165671e-04,4.86085875e-03,7.89303324e-03,1.23774779e-02,9.93078204e-03,1.04571074e-02,3.91265299e-03,-2.60443516e-02,-9.97324629e-02,2.01628607e-03,1.98873876e-03,4.73615288e-04,1.82669636e-03,-1.06944338e-01,4.79159734e+00,4.82404272e+00,3.61848102e-02,-2.23850501e-03,4.86043237e+00,2.68525202e-02,2.01628607e-03,4.79962851e+00,2.44142115e-02,4.84039539e+00,2.00369778e-02,4.80827088e+00,1.57718441e-02,4.85913220e+00,1.30016670e-03
"2019M07",2.55802000e+02,-5.65450990e-02,4.37000000e+00,3.14547838e+00,7.67590940e+00,2.75000000e+00,7.09279000e+04,4.44897000e+04,9.45216000e+04,2.15665200e+05,1.33487400e+05,1.23033280e+02,9.47800000e+02,1.29270000e+02,2.40000000e+00,2.63280000e+02,1.03622000e+02,1.03678000e+02,5.73580952e+01,5.54440371e+00,2.03808678e+00,1.11694191e+01,1.07030130e+01,1.14565837e+01,1.22814825e+01,1.18017624e+01,4.81245489e+00,6.85414351e+00,4.86190324e+00,5.57321810e+00,4.64074966e+00,4.64128994e+00,4.04931399e+00,1.80985422e-02,2.52254106e-02,1.80882539e-01,1.37017884e-01,1.11238144e-01,9.52513867e-02,8.13756815e-02,3.98805754e-02,1.46914492e-01,2.55419714e-02,2.14258675e-02,1.44346132e-02,1.62583072e-02,-2.13104285e-01,2.30521711e-03,-3.78169437e-03,4.66810909e-02,2.79345099e-02,2.60279017e-03,1.16944687e-02,-1.78359566e-03,2.08575496e-02,7.19514535e-02,1.47087311e-03,2.05696064e-03,1.33265111e-03,1.13878741e-03,4.82275465e-02,4.81245489e+00,4.82326051e+00,3.99016982e-02,-7.82208823e-04,4.86190324e+00,2.55419714e-02,1.47087311e-03,4.80160505e+00,2.16554668e-02,4.84090637e+00,2.09968746e-02,4.80785160e+00,1.54089129e-02,4.86099822e+00,9.05019553e-04
"2019M08",2.56036000e+02,-8.62800560e-01,3.01000000e+00,3.09635677e+00,7.67082130e+00,2.75000000e+00,6.79861000e+04,4.37313000e+04,9.53954000e+04,2.17096000e+05,1.34020500e+05,1.21986357e+02,9.80600000e+02,1.29580000e+02,2.13000000e+00,2.63877000e+02,1.03670000e+02,1.03797000e+02,5.48059091e+01,5.54531806e+00,2.03742369e+00,1.11270586e+01,1.06858194e+01,1.14657856e+01,1.22880949e+01,1.18057481e+01,4.80390921e+00,6.88816463e+00,4.86429845e+00,5.57548309e+00,4.64121278e+00,4.64243707e+00,4.00379802e+00,1.72271687e-02,2.24269130e-02,1.04179436e-01,1.31111410e-01,1.20618688e-01,9.58955761e-02,7.68897710e-02,3.31327497e-02,1.30767232e-01,2.55592482e-02,2.29460705e-02,1.42028247e-02,1.73074049e-02,-2.16527766e-01,9.14351870e-04,-6.63085876e-04,-4.23605956e-02,-1.71936088e-02,9.20197945e-03,6.61244683e-03,3.98568196e-03,-8.54567727e-03,3.40211197e-02,2.39521073e-03,2.26498085e-03,4.63114841e-04,1.14712629e-03,-4.55159704e-02,4.80390921e+00,4.81676716e+00,3.17806762e-02,-6.49335708e-03,4.86429845e+00,2.55592482e-02,2.39521073e-03,4.80358742e+00,1.31797354e-02,4.84136673e+00,2.29317215e-02,4.80345622e+00,1.33109349e-02,4.86273872e+00,1.55972700e-03
"2019M09",2.56430000e+02,-5.84962201e-01,1.80000000e+00,2.95430066e+00,7.70593230e+00,2.75000000e+00,6.87984000e+04,4.41072000e+04,9.52280000e+04,2.17396600e+05,1.35185000e+05,1.20846851e+02,8.92300000e+02,1.29920000e+02,1.90000000e+00,2.64388000e+02,1.03733000e+02,1.03873000e+02,5.69470000e+01,5.54685572e+00,2.04199046e+00,1.11389358e+01,1.06943783e+01,1.14640293e+01,1.22894786e+01,1.18143995e+01,4.79452405e+00,6.79380240e+00,4.86691888e+00,5.57741772e+00,4.64182029e+00,4.64316900e+00,4.04212101e+00,1.67046738e-02,6.71617728e-03,1.00634189e-01,1.37657133e-01,1.20410450e-01,9.65945570e-02,7.48405702e-02,4.57272659e-02,1.79076799e-01,2.58073809e-02,2.30327959e-02,1.27578119e-02,1.61883988e-02,-2.09684536e-01,1.53766329e-03,4.56677163e-03,1.18772163e-02,8.55894157e-03,-1.75634306e-03,1.38368316e-03,8.65143738e-03,-9.38516421e-03,-9.43622303e-02,2.62042539e-03,1.93463568e-03,6.07512928e-04,7.31930499e-04,3.83229925e-02,4.79452405e+00,4.82275375e+00,4.51631180e-02,5.98659289e-03,4.86691888e+00,2.58073809e-02,2.62042539e-03,4.80558558e+00,1.71681656e-02,4.84178621e+00,2.51326694e-02,4.81408516e+00,8.66858693e-03,4.86501378e+00,1.90509674e-03
"2019M10",2.57155000e+02,6.96039039e-01,2.17000000e+00,3.01149425e+00,7.76295650e+00,2.75000000e+00,7.20123000e+04,4.61792000e+04,9.61994000e+04,2.20780300e+05,1.38247400e+05,1.22944081e+02,1.00000000e+03,1.30090000e+02,1.58000000e+00,2.64970000e+02,1.03917000e+02,1.04028000e+02,5.39630435e+01,5.54967902e+00,2.04936325e+00,1.11845922e+01,1.07402848e+01,1.14741784e+01,1.23049234e+01,1.18368001e+01,4.81172963e+00,6.90775528e+00,4.86822652e+00,5.57961661e+00,4.64359250e+00,4.64466009e+00,3.98829943e+00,1.71911193e-02,4.99535139e-03,1.22679063e-01,1.41227962e-01,1.32344979e-01,1.09238489e-01,8.73419327e-02,4.06347787e-02,1.46761381e-01,2.54577603e-02,2.31090650e-02,1.28033050e-02,1.61054675e-02,-2.70834668e-01,2.82329305e-03,7.37279310e-03,4.56564489e-02,4.59064458e-02,1.01491044e-02,1.54447542e-02,2.24006230e-02,1.72055836e-02,1.13952880e-01,1.30764220e-03,2.19889086e-03,1.77221332e-03,1.49109460e-03,-5.38215784e-02,4.81172963e+00,4.82300628e+00,3.97592647e-02,2.52528844e-04,4.86822652e+00,2.54577603e-02,1.30764220e-03,4.80761040e+00,1.53958780e-02,4.84217612e+00,2.60504015e-02,4.82224392e+00,7.62358219e-04,4.86713442e+00,1.09210037e-03
"2019M11",2.57879000e+02,4.41815725e-01,2.92000000e+00,3.07516215e+00,7.70435870e+00,2.75000000e+00,7.05505000e+04,4.63715000e+04,9.92330000e+04,2.23309100e+05,1.40223800e+05,1.27096348e+02,8.19900000e+02,1.30370000e+02,1.56000000e+00,2.65548000e+02,1.04024000e+02,1.04092000e+02,5.70489474e+01,5.55249048e+00,2.04178623e+00,1.11640840e+01,1.07444403e+01,1.15052259e+01,1.23163122e+01,1.18509950e+01,4.84494544e+00,6.70918238e+00,4.87037656e+00,5.58179562e+00,4.64462164e+00,4.64527512e+00,4.04390963e+00,2.07070260e-02,4.75129680e-04,1.59226343e-01,1.45879948e-01,1.30967276e-01,1.08027492e-01,8.77179001e-02,4.78339479e-02,7.96870365e-02,2.57958519e-02,2.32740078e-02,1.34913541e-02,1.48661326e-02,1.49891328e-03,2.81146673e-03,-7.57702026e-03,-2.05081723e-02,4.15556612e-03,3.10474996e-02,1.13888210e-02,1.41948840e-02,3.32158113e-02,-1.98572897e-01,2.15004306e-03,2.17900327e-03,1.02913816e-03,6.15029810e-04,5.56101929e-02,4.84494544e+00,4.82544023e+00,4.56369925e-02,2.43394845e-03,4.87037656e+00,2.57958519e-02,2.15004306e-03,4.80967393e+00,1.57662989e-02,4.84254952e+00,2.78270379e-02,4.82482794e+00,6.12284120e-04,4.86943573e+00,9.40835644e-04
"2019M12",2.58630000e+02,6.03050731e-01,3.41000000e+00,3.12143129e+00,7.68860610e+00,2.75000000e+00,7.92277000e+04,5.09877000e+04,1.06164100e+05,2.33161300e+05,1.41773800e+05,1.30685444e+02,9.40800000e+02,1.30640000e+02,1.55000000e+00,2.66020000e+02,1.04307000e+02,1.04322000e+02,5.98166667e+01,5.55539847e+00,2.03973951e+00,1.12800813e+01,1.08393397e+01,1.15727413e+01,1.23594858e+01,1.18619881e+01,4.87279324e+00,6.84673058e+00,4.87244545e+00,5.58357149e+00,4.64733847e+00,4.64748227e+00,4.09128433e+00,2.29303531e-02,-5.36943451e-03,1.07354370e-01,1.42805341e-01,1.26436512e-01,1.13317311e-01,8.59747950e-02,4.29632234e-02,1.09407811e-01,2.61346347e-02,2.26475846e-02,1.55166199e-02,1.53294125e-02,1.88851608e-01,2.90798623e-03,-2.04672793e-03,1.15997220e-01,9.48993808e-02,6.75153900e-02,4.31735784e-02,1.09931121e-02,2.78478020e-02,1.37548196e-01,2.06888699e-03,1.77587862e-03,2.71683210e-03,2.20714629e-03,4.73747039e-02,4.87279324e+00,4.81953542e+00,4.27551658e-02,-5.90480300e-03,4.87244545e+00,2.61346347e-02,2.06888699e-03,4.81178929e+00,7.74613061e-03,4.84292130e+00,2.95241485e-02,4.83660171e+00,-1.70662848e-02,4.87267178e+00,-2.26328497e-04
"2020M01",2.58906000e+02,-2.39774339e-01,1.78000000e+00,2.56351742e+00,7.69560900e+00,2.75000000e+00,7.39178000e+04,4.88446000e+04,1.04125600e+05,2.30642300e+05,1.41954200e+05,1.27132498e+02,8.34600000e+02,1.30950000e+02,1.59000000e+00,2.66698000e+02,1.04419000e+02,1.04488000e+02,5.75190476e+01,5.55646506e+00,2.04064991e+00,1.12107089e+01,1.07963991e+01,1.15533531e+01,1.23486233e+01,1.18632597e+01,4.84522983e+00,6.72695257e+00,4.87481557e+00,5.58611693e+00,4.64841165e+00,4.64907223e+00,4.05211616e+00,2.48122578e-02,-4.34895009e-03,1.35646787e-01,1.51050405e-01,1.43249196e-01,1.16552557e-01,8.93887181e-02,4.19374351e-02,1.93018392e-01,2.62287288e-02,2.24934786e-02,1.71059916e-02,1.56061771e-02,1.12950580e-01,1.06659257e-03,9.10400750e-04,-6.93723202e-02,-4.29405973e-02,-1.93881475e-02,-1.08624632e-02,1.27164062e-03,-2.75634125e-02,-1.19778009e-01,2.37012229e-03,2.54543817e-03,1.07317738e-03,1.58996250e-03,-3.91681731e-02,4.84522983e+00,4.83772427e+00,4.25255122e-02,1.81888479e-02,4.87481557e+00,2.62287288e-02,2.37012229e-03,4.81397072e+00,2.37535539e-02,4.84330825e+00,3.15073189e-02,4.84500751e+00,-7.28323632e-03,4.87489501e+00,-7.94356175e-05
"2020M02",2.59246000e+02,-4.02940755e-01,1.24000000e+00,2.41219753e+00,7.64857690e+00,2.75000000e+00,7.11885000e+04,4.82419000e+04,1.04342000e+05,2.31101200e+05,1.42484000e+05,1.25480340e+02,8.08000000e+02,1.31270000e+02,1.58000000e+00,2.67402000e+02,1.04541000e+02,1.04684000e+02,5.05426316e+01,5.55777742e+00,2.03451960e+00,1.11730866e+01,1.07839832e+01,1.15554292e+01,1.23506110e+01,1.18669850e+01,4.83214910e+00,6.69456206e+00,4.87725627e+00,5.58875314e+00,4.64957934e+00,4.65094629e+00,3.92281717e+00,2.31278538e-02,-1.16014495e-02,7.30980555e-02,1.41414777e-01,1.43511560e-01,1.12319974e-01,9.09124918e-02,2.27052364e-02,1.57146086e-01,2.65550146e-02,2.35203469e-02,1.64438527e-02,1.65765882e-02,-8.36927100e-02,1.31235641e-03,-6.13030207e-03,-3.76223765e-02,-1.24158919e-02,2.07610274e-03,1.98768429e-03,3.72524234e-03,-1.30807347e-02,-3.23905096e-02,2.44069986e-03,2.63621197e-03,1.16768773e-03,1.87405635e-03,-1.29298986e-01,4.83214910e+00,4.83068297e+00,2.26799795e-02,-7.04129560e-03,4.87725627e+00,2.65550146e-02,2.44069986e-03,4.81623296e+00,1.44500149e-02,4.84372924e+00,3.35270357e-02,4.84568226e+00,-1.49992895e-02,4.87702396e+00,2.32311754e-04
"2020M03",2.58150000e+02,4.82646029e-01,1.77000000e+00,2.44786945e+00,7.68644870e+00,2.75000000e+00,7.70946000e+04,5.01903000e+04,1.05553600e+05,2.33217000e+05,1.44383000e+05,1.20915605e+02,7.46800000e+02,1.30340000e+02,8.00000000e-02,2.67068000e+02,1.04252000e+02,1.04596000e+02,2.92077273e+01,5.55354081e+00,2.03945887e+00,1.12527885e+01,1.08235771e+01,1.15669742e+01,1.23597246e+01,1.18802248e+01,4.79509282e+00,6.61579741e+00,4.87014642e+00,5.58750331e+00,4.64681105e+00,4.65010531e+00,3.37443331e+00,1.51165873e-02,-5.24122936e-04,1.53687503e-01,1.73915910e-01,1.29209837e-01,1.11028413e-01,9.79968578e-02,-4.06063445e-02,-1.01644461e-01,1.71790962e-02,2.08128428e-02,1.14123783e-02,1.48133734e-02,-6.88617139e-01,-4.23660654e-03,4.93926492e-03,7.97019507e-02,3.95938429e-02,1.15449153e-02,9.11364079e-03,1.32397783e-02,-3.70562757e-02,-7.87646469e-02,-7.10984991e-03,-1.24983645e-03,-2.76829381e-03,-8.40978643e-04,-5.48383863e-01,4.79509282e+00,4.77102754e+00,-3.97087671e-02,-5.96554300e-02,4.87014642e+00,1.71790962e-02,-7.10984991e-03,4.81859243e+00,-4.75648863e-02,4.84420529e+00,2.59411274e-02,4.84836172e+00,-7.73341732e-02,4.87854682e+00,-8.40039987e-03
"2020M04",2.56126000e+02,7.13427986e-01,1.88000000e+00,2.35382874e+00,7.70733970e+00,2.00000000e+00,8.07760000e+04,5.20217000e+04,1.06312900e+05,2.34314800e+05,1.45441800e+05,1.12087033e+02,6.90800000e+02,1.16010000e+02,5.00000000e-02,2.65796000e+02,1.03817000e+02,1.04256000e+02,1.65476191e+01,5.54566951e+00,2.04217308e+00,1.12994352e+01,1.08594162e+01,1.15741419e+01,1.23644208e+01,1.18875313e+01,4.71927565e+00,6.53785035e+00,4.75367639e+00,5.58272910e+00,4.64262973e+00,4.64684941e+00,2.80624223e+00,3.49265744e-03,8.21206491e-03,1.91909816e-01,1.87096721e-01,1.36190024e-01,1.12279776e-01,9.44220402e-02,-1.00674588e-01,-2.25110348e-01,-1.02563746e-01,1.43960439e-02,4.41169378e-03,9.55091324e-03,-1.35048824e+00,-7.87130043e-03,2.71421333e-03,4.66466525e-02,3.58391583e-02,7.16775187e-03,4.69615978e-03,7.30651559e-03,-7.58171741e-02,-7.79470654e-02,-1.16470027e-01,-4.77421037e-03,-4.18131133e-03,-3.25589700e-03,-5.68191079e-01,4.71927565e+00,4.72213432e+00,-9.89602187e-02,-4.88932209e-02,4.75367639e+00,-1.02563746e-01,-1.16470027e-01,4.82106654e+00,-9.89322186e-02,4.84475980e+00,-9.10834049e-02,4.84662097e+00,-1.24486646e-01,4.88093952e+00,-1.27263123e-01
